processing_index,year,day,'b01372058','b01463500','b01578310','b01646580','b02226160','b02359170','b02470500','b03303280','b03374100','b03378500','b03609750','b03612500','b04264331','b05420500','b05586100','b05587455','b06338490','b06440000','b06467500','b06610000','b06805500','b06934500','b07022000','b07263620','b07288955','b07373420','b07374000','b07374525','b07381495','b07381590','b07381600','b08012150','b08116650','b08475000','b09522000','b11303500','b11447650','b14246900','b15565447','b32202309'
"48","2009","48","270.857785657838","272.130379075861","270.904691293066","274.319418020365","278.597721031713","272.418699075328","276.667947959171","273.335795308301","273.142581804141","273.235529739765","272.418699075328","273.65670202654","269.67864284204","267.697651358741","272.651301810406","269.189841302955","267.468929918773","267.582632289951","268.130270738164","267.898455265377","272.481881256623","272.418699075328","270.068681438343","280.092528104413","276.518316067202","272.526208206358","272.532288093603","272.534611689967","283.67892242908","285.905900360546","283.810127686596","284.513888664013","288.776239997604","287.511322327172","275.812206453485","276.502824190915","275.238817460595","269.740212686737","259.979119280853","272.418699075328"
"49","2009","49","269.685808129854","270.77685572303","271.405899151766","273.212137078348","283.827609107468","274.652172346656","285.893329697412","276.665603055403","279.02590536519","278.328434323683","274.652172346656","278.644372077683","270.716251449204","268.576912971854","275.857207234727","271.445208370614","266.578042821175","266.749703402493","267.337096485315","267.267061880016","272.817154510872","274.652172346656","271.029161459147","281.612482941469","289.316265031529","274.966318707479","274.969490934861","274.981891408705","290.072226951589","293.618151711026","290.305182960597","293.7900731291","290.979536398334","287.112769305217","274.682383595108","277.264025914528","276.083960003609","270.535429073566","252.759969690148","274.652172346656"
"50","2009","50","273.053704081408","274.088257639064","273.274845014946","274.88497394849","288.419749316903","270.988318929588","285.250430406227","274.961159246347","273.831680045474","273.063559381608","270.988318929588","275.975747450482","267.307133583874","261.270227893229","270.841271019764","264.769305536336","266.944649052802","266.544515261024","266.858594875072","266.12348425828","270.866050709021","270.988318929588","267.656638568916","276.813984311507","281.984630160727","271.24103038467","271.243532899398","271.258066778867","282.018590821516","289.078294460352","282.50530215599","287.811801263356","284.256097175631","284.641924863368","273.878646116122","276.969047931949","275.794543652774","269.687943276331","261.204207517933","270.988318929588"
"51","2009","51","267.242965692196","268.047770709403","267.333492350307","270.363282701927","277.216124429101","270.965559547223","276.820800284186","269.740538030779","269.712376651018","269.356541951103","270.965559547223","271.05869350748","265.846723624526","261.674617686363","268.123740919647","264.360503175605","268.439179318531","268.504695183002","269.026251187814","268.488569040403","272.198395151015","270.965559547223","268.994142806967","277.958593237192","277.375428884955","271.112654594423","271.114212622432","271.123189751027","280.469192882538","282.727791093931","280.61098694132","280.798786392301","282.737363230786","283.285171137495","273.959862020626","278.518842968907","277.727490526788","269.554923340903","264.858957849466","270.965559547223"
"52","2009","52","268.421393813431","270.258335834122","270.31143422847","271.914384643386","276.659933263255","270.970042549642","277.119651380447","271.07751107799","271.937852037091","271.707909505343","270.970042549642","272.483758228716","267.340994215877","265.513900594883","270.745756946832","267.644271087819","265.441740883772","265.270553439273","265.852221844668","265.768555333231","270.773508866948","270.970042549642","268.511238988803","277.986853494086","277.472923795356","271.123533752034","271.124579933443","271.136236901329","281.25113678589","284.51905406569","281.458248694309","282.656858373805","285.388168150789","284.934682609767","275.049749285848","279.936760257459","278.299195898831","268.84341689979","257.984097837842","270.970042549642"
"53","2009","53","270.760916464957","271.998389526572","272.017901160331","273.046254758248","279.174580583876","270.556351740623","279.239818816718","271.537176883243","270.303220536385","270.376566264491","270.556351740623","272.409864552817","268.541324585523","263.539340408684","269.471578020888","265.620332284136","267.475529730059","266.940653052423","267.282735768573","266.527940616925","272.332244809071","270.556351740623","268.236286552058","276.746015116653","277.772808750653","270.725842932236","270.732488794603","270.744245555195","278.915141315012","285.644652775977","279.363737099378","284.107022424537","280.768646815592","282.721059685372","277.18558871115","281.245322693423","279.525343829631","271.061518649531","254.288757093993","270.556351740623"
"54","2009","54","268.81862032674","268.846049298525","269.003823034239","271.243888892932","277.111939027817","271.570936837966","276.167513431958","269.868475581115","271.610518446943","271.40683480867","271.570936837966","271.325122952503","266.19028088557","263.166280604633","270.078063932265","265.449957235046","270.294840115316","269.342457490446","269.512376740323","268.601405239541","274.683709151496","271.570936837966","269.477419765517","279.896172376594","276.401577833173","271.679101418909","271.685836844424","271.693603113346","280.833860051579","281.340401966178","280.857531605898","279.384726549337","284.808682686563","285.255336144158","281.185381742021","282.309778976871","279.681374673095","274.634728706368","258.0181513908","271.570936837966"
"55","2009","55","265.9390209329","266.728270241383","267.184780270719","270.472642315153","276.193605100684","274.117447103314","276.568332969568","269.568903845662","271.195888107558","271.068062489963","274.117447103314","271.26467286681","265.954737238452","264.910471612364","270.549025717985","267.470171959251","272.18180887403","271.777438472683","272.259297292508","271.616610274393","278.364557350463","274.117447103314","272.566121021574","283.775388122289","276.978150352368","274.191866696334","274.200922785681","274.204023388132","284.006204467005","283.990188320707","284.002337754456","282.224269735188","290.476778456597","289.625956281831","281.98164520312","282.446846726679","279.185240503772","274.669513381659","259.873189365866","274.117447103314"
"56","2009","56","265.913232749781","266.991212524063","268.183780079869","271.616062625389","281.300127286581","276.751440678674","280.700686839621","272.607601085451","275.679760035862","275.473582360203","276.751440678674","274.75642940207","269.884552428948","270.594740083807","274.724404981226","272.750308849272","270.713275007823","271.002738556928","271.887817898582","271.857819015712","279.352226654681","276.751440678674","274.891542886514","285.471119877538","284.431487533669","276.937149272926","276.945048173767","276.950553361025","290.221302702262","291.478068483357","290.310968871351","290.721272266837","292.921131560099","290.978995996981","281.061356860675","280.727198938369","277.811502542209","273.896757144541","260.076591675369","276.751440678674"
"57","2009","57","270.088532579057","271.088016910104","273.702308773507","276.408907845387","286.65340398226","277.410251945501","287.554505109629","279.001411810253","280.777322124775","279.924537456057","277.410251945501","280.96231691144","271.605055994816","268.219858089894","277.315912295956","272.247620011587","266.389529068639","266.557694780325","267.457933439995","267.527725976235","278.43607873587","277.410251945501","273.13316433871","287.571924285515","290.998124290419","277.690951890186","277.698545873376","277.709983462796","292.627589759693","293.393161354423","292.686934748468","292.80585432098","294.173375884345","291.306878455791","280.409140237049","280.706740000406","277.758886293241","271.746288721219","260.158234648751","277.410251945501"
"58","2009","58","273.417406988655","276.070384957944","276.758937454765","280.497124286126","288.609183518346","274.291049946346","290.149895165996","283.000586562956","283.992254303312","282.613786885323","274.291049946346","284.540305027296","269.606447709493","264.160297950299","278.272146859033","269.875944757785","263.00571753889","262.592706023854","262.983919149232","262.76318791711","272.537644048585","274.291049946346","268.425530918205","282.07383265997","292.507495077729","274.6705438631","274.676096713453","274.694672753625","290.780892110112","294.768801696873","291.064267969294","294.371943111755","292.98659951622","290.908927905882","278.759368622302","278.664059278974","277.600113668676","267.194946628104","256.794093897499","274.291049946346"
